"","first_name","last_name","height","weight","position","profile","strengths","weaknesses","player","bottom_line"
"203","Nathaniel","Watson","6'2”","233","Linebacker","Watson is quite strong, and pairing that with his massive wingspan makes a great tackler and gives him an advantage when taking on blockers. Unfortunately, he doesn't have leverage nearly enough and often takes contact with a high pad level. He is strong downhill, as evidenced by his 25 tackles for loss over the last two years, but is limited to a straight-line athlete. If you ask him to flip his hips or quickly move laterally, he struggles, especially in coverage. ","Long arms (93rd percentile) are an asset when pass rushing and tackling. Strong football player — when he gets his hands on you, he’s bringing you to the ground. Patience is a plus — he won't overrun a gap or a ball carrier. ","Lacks the flexibility to stay fluid when changing direction. Too upright when taking on blocks — needs that leverage for better pop. Lack of hip turn quickness limits how effective he can be in coverage. He has the strength and the arm length to stack blockers but doesn't always get off with haste. ",NA,"Watson is a classic between-the-tackles kind of linebacker who wins with strength and length, but his athletic limitations will likely limit him to early-down work and special teams duties."
"204","Payton","Wilson","6'4”","233","Linebacker","Wilson will be one of the older prospects in the 2024 NFL Draft class. He missed time due to injuries at N.C. State, but when on the field, he proved to be one of the best defenders in college football. His 6-foot-4 frame gives him plus pass- rush ability up the middle and around the edge. Despite his knee injuries, he is very fluid for his size, both in coverage and as a pass rusher. That allows him to match and mirror tight ends and running backs, as well as cover a lot of ground in spot-dropping assignments. He can recognize where the flow/ball is going and has the pursuit speed to be impactful. He also has great ball skills for a linebacker. ","Good length to handle blockers and get off blocks Quick trigger downhill Fluid athlete for his size Covers a lot of ground in coverage when shuffling Above-average pursuit speed Good pop at contact despite being listed between 230-235 lbs ","Extensive injury history Slender frame and lack of weight show up at times against bigger players ",NA,"Wilson has the length, movement ability, IQ and tape of a first- round linebacker. What will likely keep him from being drafted on Day 1 is his injury history and age. If healthy, he can be a starting inside linebacker in any defense."
"205","Kris","Draine","6'0”","179","Cornerback","Abrams-Draine started his career at Missouri as a receiver. The three-star recruit even played quarterback in high school as a senior. He moved to defensive back as a sophomore at Missouri and started on the outside in each of the past two seasons. He has a ton of ball production — seven interceptions and 34 forced incompletions — since 2021. Abrams-Draine is a good overall athlete with adequate long speed and recovery speed, fluid hips and an explosive first few steps out of a change in direction. His weight is on the lower side, which is why you won't see him in press coverage much. But he does great work in off-coverage from zone. ","Demonstrates a good feel for off-zone coverage Excels at reading quarterbacks' eyes Has a lot of range in zone coverage, even if he has to flip and turn in the other direction to make a play Shows an impressive ability to flip his hips and get on his horse ","Hips don't flip as quickly and as smoothly as you'd want for a slot defender Does not have the nuances of the position mastered yet. Mistimes punches in press and gets fooled by receivers’ shoulders and fakes Didn’t miss many tackles, but when he did, it was due to a lack of strength ",NA,"Abrams-Draine has a lower weight percentile and is still learning the nuances and anticipation required to play the position at a high level, but he is a fluid athlete with a knack for making plays on the ball. He projects as a CB3 with CB2 potential in a zone- based defense, and he brings special teams experience."
"206","Terrion","Arnold","6'0”","189","Cornerback","Arnold played mostly outside cornerback for Alabama over the past two seasons but gained some experience in the slot in 2023. He has great long speed, recovery speed, acceleration and agility. He also brings impressive ball skills with good on-ball production. With just one year as a full-time starter, he is a bit erratic in his style and had some missteps and whiffs on punches in press that got him turned around or off-balance. When he's aligned and in phase, he has the talent to shut down all kinds of receivers. Though green on total snaps, he does show a good understanding of post- snap adjustments and man-match principles. ","Top-tier athlete for the position. Recovery speed and long speed will allow him to keep up with NFL receivers Elite stop-and-start ability Baseline understanding of man-match principles Not afraid to stick his nose in run defense ","Too comfortable with getting turned around. Knows he's athletic enough to do it Feels too out of control. Some missteps and whiffs on punches in press got him turned around or off-balance A bit too grabby on deep passes Is fooled by footwork too often Leverage is inconsistent. ",NA,"Arnold isn't the most polished cornerback in this class, but his high-percentile athletic abilities give him as high of a ceiling as any cornerback in man or zone systems."
"207","Jarvis","Brownlee Jr.",NA,"194","Cornerback","Brownlee evolved into an NFL-level cornerback in 2023. He likes to be physical and shows that in coverage and run defense. He brings a powerful punch at contact when getting his hands up to disrupt routes and makes things tough for receivers at the catch point. His short-area movement skills are good, from his hip fluidity to his first-step explosiveness. He frequently got his hands on passes due to playing close coverage, but his ball skills don't stand out. He is not as comfortable in off-coverage but could improve there. Brownlee’s biggest issue is his recovery speed, as he lacks the top gear to make up the separation. ","Loves to be physical, especially in press and run defense. Impressive power at the punch when getting hands up in press. Good short-area movement skills. Hips flip quickly and first step is explosive. Will make a receiver really work for it at the catch point. ","Long speed/recovery speed could get him in trouble against faster vertical wideouts. Not as comfortable/aggressive with calculating spacing in off- coverage. Looks less comfortable from the slot, even in press (could be a lack of experience). ",NA,"Brownlee is a competitive player whom press teams will covet, but his middling long speed is a concern when defending vertical routes against NFL athletes."
"208","Javon","Bullard",NA,"198","Cornerback","Bullard is a fiery competitor in the secondary who brings a mentality every NFL team will gravitate toward. He was a starter in the slot in 2022 and at safety in 2023. His best work came from the slot, where he played confidently in press coverage and showed off his willingness and effectiveness in run support. He did not look as comfortable at safety with so much space, and he took overaggressive angles when coming downhill. His in-your-face play style was much more aligned with slot responsibilities. ","Experienced and successful slot defender Fearless tackler for his size Fiery competitor who does not back down from any assignment ","Recovery speed is good but not elite Overaggressive pursuit angles cause him to be out of control at times Much more comfortable playing in the slot than coming from depth ",NA,"Bullard is a versatile secondary player with a fearless mentality. Though he isn't an elite athlete, his competitiveness, quickness and tackling ability project him to a starting role as a nickel defender."
"209","Caelen","Carson","6'0”","199","Cornerback","Carson played more than 2,000 defensive snaps over four years at Wake Forest. His calling card is physicality. Though not overly imposing in height or weight, he likes to get his hands on receivers at the top of the route and when they try to get vertical on him. His best athletic trait is his downhill click-and-close ability. His feet and hips are fast and fluid. However, he may also play a lot of off-coverage because his long speed and recovery speed are average to below average. He recorded strong forced incompletion rates but made just one interception in two seasons as a starter. Carson is an impactful run defender, too. ","Displays quick click-and-close ability downhill Very willing tackler Hips can flip fluidly and quickly Likes to keep it physical through the route Plays above his weight class in run defense ","Lack of weight/strength shows up when tackling Needs to get hands on receivers to keep up with them vertically ",NA,"Carson lacks the long speed/recovery speed to play island coverage. He can be a CB2/3 as an off-coverage defender in a zone-heavy scheme, bringing good downhill closing speed and reliable tackling."
"210","Cooper","DeJean","6'1”","203","Cornerback","DeJean played mostly outside cornerback for Iowa over the past two years. At 6-foot-1 and 205 pounds, he checks the size boxes for the position and brings top-tier natural athleticism. His footwork is quick and controlled, his backpedal and shuffling are smooth, his stop-and-start speed is good for his size and his ball skills are elite. Wrap all that with a bow of high football IQ and instincts. He doesn't have much experience in press coverage but can succeed in that role. DeJean is likely the best run-defending cornerback in the class. There aren't many holes, if any, in his game. ","Great size for a cornerback. Stout in run defense Quick, controlled footwork in his backpedal allows him to veer and break exactly how he needs to Good instincts and football IQ. Communicates and observes the whole field pre- and post-snap Impressive ability to flip his hips and accelerate for his size Has the natural athletic ability to play press Ample special teams experience as a gunner and returner ","Only 199 snaps in press (less than 25% over past two years) Change of direction/acceleration when he's fully flipping his hips can be slow because of his size ",NA,"The talk of DeJean playing outside cornerback or safety or slot cornerback at the next level is not due to lack of a home position; it's because he could truly be an impact player anywhere. His footwork, ball skills and explosive athleticism make him an impactful outside cornerback — one with All-Pro potential."
"211","Johnny","Dixon",NA,"188","Cornerback","Dixon was a starter since his second season at South Carolina. He transferred in 2021 to Penn State and was a consistent player, mostly as a wide cornerback but also in the slot. He is a tough evaluation because his athletic traits indicate he would have more success in the slot, boasting quick, controlled and balanced footwork with good stop-start ability and pass-rush quickness. But he lacks strength. He won't be able to hold the edge or shed blocks, even with a full head of steam. That lack of strength is also a concern if projecting him to play on the outside. It makes more sense for him to be matched up against smaller receivers. ","Gained slot experience in 2022 when Joey Porter Jr. and Kalen King were on the outside Body control and stop-and-start ability stand out. Possesses excellent footwork. A very balanced athlete Calm cornerback in trail technique. Doesn't panic and immediately hit full speed recklessly Savvy with his punches in press and at the contact point of routes when in off-coverage. Not imposing, but annoying for WRs ","Doesn't back down from matching up against tight ends but is overpowered by them fairly easily Quicker than he is fast. Can get taken advantage of when in press and receivers are running vertically Lacks strength in his finishing ability at the catch point and in run defense 30% missed tackle rate against the run ",NA,"Dixon might be a rotational matchup specialist against smaller receivers in the NFL. He is fiery in his approach to the position and possesses adequate agility skills for the NFL level. If he can become a more reliable tackler, he certainly has the coverage skills to see the field in some capacity."
"212","Renardo","Green","6'0”","186","Cornerback","Green loves to get up on the line of scrimmage and have only one thing to worry about: not letting the guy in front of him make a catch. He does that well with patient footwork and well-timed hand strikes when receivers get into their routes. He is rarely fooled to get out of control or show false steps. He is not as comfortable in off-coverage. In run defense, he is a willing tackler and conscious of setting the edge, but his lower weight impacts his effectiveness. Though he recorded just two interceptions in two years, he forced 17 incompletions in 2023. His burst and agility are above average, but his long speed is just average for the NFL. ","Lives for press-man coverage. A true ""don't let him catch it“ cornerback. Quick but patient footwork to mirror releases. Nice control of his speed. Can chop the feet and then immediately accelerate. Good balance and timing with his hand strikes off the line. Calm demeanor about him. Rarely shows panic steps or false moves. ","Can be a bit grabby at the break of routes. Not uncommon for man-coverage cornerbacks. Not a shy tackler, but his lower weight leads to inconsistencies. Not as comfortable or confident to make plays on the ball when in off-coverage. Top-gear speed is just average for the NFL. ",NA,"Green is a calm and confident man-coverage cornerback with CB2 potential for a team that likes to play in press."
"213","Kamal","Hadden","6'1”","196","Cornerback","Hadden has been on a winding college football journey, starting as a zero-star recruit who had to go to community college. However, he showed resilience when roadblocks came up, which helped him earn a shot at the NFL. His size- speed combination is alluring. When in control, he is agile, smooth, sticky and can run with vertical receivers in man coverage. He is confident in press but can also be confident in zone, always trying to manipulate space to bait a throw he can jump. His technique is still a major work in progress in press coverage, with his footwork and when tackling, but all areas did improve from 2022 to 2023. ","Ideal size-speed combination for the NFL level. Smoothly flips his hips for his size. Always looks to bait quarterbacks into a throw when in off coverage – a dangerous game, but he's confident in it. ","Frenetic footwork in press coverage in 2022 — more controlled in 2023. Incorrect hand technique in press causes him to allow separation against vertical routes. Dangerous tackling technique in 2022 — constantly dipped his head to show the crown of the helmet before launching. 2023 showed tackling technique still needs a lot of work. ",NA,"If you draft by the motto of ""just draft talented dudes and let the coaches do the rest,"" Hadden will be a top 100 player. However, the honest assessment is he still has a ways to go in run defense and press coverage techniques before he can showcase his physical gifts in the NFL."
"214","Myles","Harden",NA,"195","Cornerback","Harden is smaller, which will be an issue if he is to stay at outside corner in the NFL. However, he is feisty and a willing run defender. He likes to get his hands on receivers and make them work for their route. His long speed is a concern against vertical receivers, but his short-area quickness makes up for it on in-breaking routes and underneath throws. ","Physical and competitive mentality is evident very quickly when watching his tape. He will not only come up and tackle but will give ball carriers some pop. Controlled, quick athlete. ","Lacks the length to really compete with NFL-size receivers. Long speed is a concern for vertical receivers at the next level. ",NA,"Harden doesn't have much experience in the slot, but a nickel role would emphasize his strengths — quickness, run support and competitiveness — and mitigate his NFL concerns — long speed and length. He could be a starting nickel at some point."
"215","Daequan","Hardy","5'9”","179","Cornerback","Hardy plays with a lot of confidence despite his size. He'll be an outlier in that regard, but that smaller size allows him to flip his hips quickly to adjust to two-way route options when defending the slot. It also empowers him to squeeze between small rush lanes on the blitz. He lacks strength, as one would expect. But when it comes to making contact at the catch point, he is still disruptive enough to cause some drops. There is some concern about his long speed, which is why the team that drafts him won't want him in press coverage, especially on the outside. He does much better with off- coverage spacing in zone. ","Understands how to stay between his man and the ball Good eyes in off-coverage Quick player on the blitz who can fit through small rush lanes Smaller size allows him to flip his hips very quickly, which is important for defending receivers in space ","Limited long speed Quickness is average at best Won't match up well against bigger slot receivers due to small size ",NA,"Hardy is a smaller slot cornerback who plays with a lot of confidence despite his lack of size. He is quick but likely lacks the top-gear speed necessary for successful secondary play at the next level."
"216","Cam","Hart","6'3”","202","Cornerback","Despite injuries, Hart managed to start 32 games at outside cornerback over the past three seasons. He is a physical zone cornerback who is very competitive, showing a willingness and good fundamentals in the run game. His overall athleticism is concerning, though. Too often receivers were able to get even and separate against him when running vertical routes. His acceleration speed is decent, but it is more build-up speed than twitchiness. Overall, Hart has ideal length and experience to be a mid-round off-coverage cornerback in a zone-heavy system. The NFL team that drafts him won't want to use him in press coverage much. ","Fantastic length and size to hold up against press coverage and affect the catch point Brings a willingness to support in run defense Competitive player Good feel for spacing in off-coverage from zone ","Long speed is a concern, which makes a press coverage projection tricky. When receivers get even with him, they create separation Acceleration is more build-up than it is twitchy. Impacts recovery speed Start-and-stop ability is just OK, given his size ",NA,"Hart brings ideal size to the outside cornerback spot. There are some natrural movement concerns that come with a bigger body, but when he anticipates, he can play at a reliable level as a rotational cornerback."
"217","Khyree","Jackson","6'4”","194","Cornerback","Jackson's skill set is that of a press-man cornerback. He is tall and long but also a fluid and explosive athlete — a rare combination. His recovery speed, hip flexibility and footwork are much better than most players with his measurables. He consistently gets his head around to look to bat down or intercept passes. His slender build can hinder him in press coverage and when he is finishing tackles, but his missed tackle rate is quite low and his run-defense grade in 2023 was reliable. The biggest negative in Jackson’s game is his anticipation. Too often the better receivers he faced made cuts that he did not anticipate well enough to mirror. ","Physical player who likes to get hands on receivers early in press and then hand fight through the route Length is a huge plus for press and also for forced incompletions Impressive mirror ability for a player with such long legs Consistently gets his head around to face the passer to try to break up or intercept passes Did not miss many tackles in 2023 on his way to a high run-D grade ","Though he fares well in press, he can get pushed off balance against stronger receivers Has good recovery speed but needs to anticipate better so he isn't as behind when players get vertical ",NA,"Jackson is an alluring prospect because his size and athletic combination doesn't come around often. However, he must anticipate routes better and not rely on his recovery speed as much. If he can do this, he can be a starting-caliber cornerback in the NFL with a shutdown skill set."
"218","D.J.","James","6'0”","175","Cornerback","James is a competitive cornerback who has experience in man and zone, as well as in press and off coverages. He's on the smaller side in weight and length, and that shows up at the catch point and when taking on blocks. With his smaller size, though, he possesses well above-average quickness and acceleration. He has the fluid hips to mirror and match off the line in press. Although he is quick, his long speed is average at best, which might hold him back from being a starter at the next level. ","Spry movement skills at his lower weight profile One of the few players who handled Malik Nabers' quickness Is a fiery competitor who loves man coverage Explosive in short areas and can flip his hips and accelerate quickly Visible pre- and post-snap communicator ","Lower weight profile shows up as a deficiency when taking on blocks and when tackling Though he is feisty, he gets pushed back and walled off decently easily versus blockers Lacks great top speed for in trail technique ",NA,"James brings the competitiveness and mentality you want from a cornerback. His lack of top speed and strength likely limit him to a rotational or spot starter role."
"219","Elijah","Jones","6'2”","185","Cornerback","Most of Jones' work came as an outside CB with a good amount of assignment slot coverage too. He has good height and length for press coverage, which is where he is most comfortable. When he can get hands on receivers early, he can stay on their hip (former track star athleticism shows up there). He also has a good feel for when the ball is arriving for PBUs. He gets in trouble when he's in off coverage, as he is not comfortable in space and lacks the patience and overall discipline to not get put in trail when not in press. His lower weight makes it tougher for him to make tackles (ankle tackler), though he is willing. ","Vast experience has given him a quick sense for reactions pre-snap. Competitive play who is constantly looking to make the big play (and celebrate afterward). Has man coverage experience outside and in the slot. Comfortable and confident when he can get hands on receivers. Instinctive ball skills for when to turn and look and when to swipe. ","Feels out of control too often, especially when asked to play off coverage. Lower weight makes him an ankle tackler. Overaggressive at times. Combine athletic scores were good, but he gets beat in space and is in trail too much with not enough recovery speed to consistently make up for it on tape. ",NA,"Jones has the length and movement skills to find a role as a backup outside corner for a team that likes to play a lot of press-man coverage."
"220","Jarrian","Jones","6'0”","190","Cornerback","Jones transferred to Florida State after one year at Mississippi State, and he blossomed into an impact player. He was primarily an outside cornerback through the first four years of his college career, but his below-average long speed/recovery speed was exposed there, especially when asked to play press. In 2023, he played in the slot and had a career year. He has the traits to succeed as a slot defender at the next level, boasting quick feet, hips and acceleration to stick with players in space. He also brings great awareness of spacing and throwing paths, and he is consistently conscious of putting himself between the receiver and the ball. ","Quick and balanced footwork in his backpedal Quickness is a calling card of his game. It shows in his hips and acceleration Willing run defender. Even executed some rip moves to get around blockers in run defense Reliable tackler Smart from the slot. When in trail technique, knows to take the path that naturally cuts off passes, specifically on deep crossers ","Limited long speed. Likely why he was pushed into the slot ",NA,"It took a while for Jones to find a home at slot cornerback, but since doing so, he has shown valuable skills that should translate to the NFL. His quickness, both physically and mentally, projects well to the slot as a rotational defensive back or nickel starter."
"221","Kalen","King",NA,"191","Cornerback","King started nine games as a true sophomore with the Nittany Lions and was one of the best cornerbacks in the country, posting an elite single-coverage grade. The 2023 campaign was a different story, but he still brings athleticism and smooth movement with explosiveness. His feet are fast but often look on the verge of being out of control. Though his click-and-close ability is above average, he does not anticipate route breaks quickly enough to make an impact or warrant no-throws as much as he should. King is a willing run defender, but his pursuit angles and technique are unreliable, which makes it unlikely he will ever feature in the slot. ","Displayed such good athleticism in 2022 that he didn't even need to get hands on receivers to mirror them in press Rare combination of explosive yet smooth, even in his backpedals Willing run defender, though not a strong or consistent one ","Bad pursuit angles in run defense. Tends to be overaggressive Not a fundamentally sound tackler, even when diving for ankles Anticipation could be better, especially for in-breaking routes. Has the athleticism to make more plays Footwork is fast but can look nearly out of control Shorter arms impact how well he can get his hands to the ball at the catch point ",NA,"Although King has a lot of athletic potential at outside cornerback, his anticipation, instincts and technique are too inconsistent. He projects as a mid-round prospect who needs time to develop, but he offers a starting-caliber payoff if he improves."
"222","Kamari","Lassiter","6'0”","186","Cornerback","Lassiter is a very smart football player, especially for his age and experience. He understands that winning at cornerback starts with anticipation, controlled footwork and fundamentally sound hand placement and hand fighting. He is somewhat limited when it comes to twitchiness. He is controlled and can change direction quickly, but his first step doesn't explode as well as it does for other cornerbacks, and his long speed, while adequate, needs more build-up. In run defense, he is conscious of funneling players inward but does so too conservatively, at times, and then fails to make a good tackle attempt. ","From his hands to his feet, Lassiter is a smart, fundamentally sound player who understands the importance of technique Hand placement and punch timing in press are reliable and consistent Not the fastest footwork, but he looks in control at all times Savvy hand fighter throughout the route Smart and sound run defender who does not give up the sideline and funnels ball carriers in ","A good but not great athlete when it comes to recovery speed and burst Long speed can be adequate, but it needs build-up time Sometimes too conservative with funneling players in run D Not much ball production despite playing more than 1,500 snaps the past two years ",NA,"Lassiter is a competitive, scheme-versatile cornerback who can succeed in both man and zone assignments. While he isn't the best athlete at the position, he makes up for it in many ways, including through instincts and anticipation. He projects as a priority Day 2 selection as a future CB2."
"223","Dwight","McGlothern","6'2”","185","Cornerback","McGlothern might have the height to suggest he'd be a press- man corner, but his best plays come when he can adjust off the line of scrimmage in Cover 3 or quarters coverage. His natural instincts can shine, enabling him to undercut routes for PBUs and INTs. When it comes to tackling, he is wildly inconsistent right now. There are times when effort is lacking, and other times when his fundamentals are. It's hard to rely on him in run support. Back in coverage, he displays the athletic ability to stop, turn and close the gap on comeback routes, but there are also too many times when he just feels out of control. ","Twenty-one forced incompletions and seven interceptions over the last two seasons. Natural feel for coverage — a lot of his best plays are when he can keep his eyes on the ball and make a break. Displays the ability to stop, turn and run to close the gap and make a play on comeback routes. ","He is not interested in doing the dirty work for run defense on the edge. Tackling technique is quite inconsistent. Feels out of control too often — hard to know what you'll get on a play-by-play basis. ",NA,"McGlothern has some fantastic ball production thanks to top- tier instincts in off-coverage, but his freelancing is a gift and a curse. He's a true boom-or-bust player, not just for his career but on a play-by-play basis."
"224","Kool-Aid","McKinstry","6'0”","199","Cornerback","How smart and talented is McKinstry? He started as a true freshman in a Nick Saban defense. At 6-foot-1, he has good size and length to match up on the outside against bigger receivers. He is very comfortable and experienced in press- man coverage and also has a good feel for spacing in zone. He has an uncanny knack for making plays on the ball despite being in trail technique and not having his eyes toward the pocket. McKinstry's best attribute is his demeanor. He never seems panicked — in any facet of play. He is a good athlete but not an elite one for the NFL level when it comes to stop- and-start ability. He is not as twitchy as he is smooth. ","Great balance and fluidity when backpedaling Good, but not great, recovery speed Length is a big plus for press coverage Hands are quick and precise for disrupting receivers out of press Nice shoulder dip reaction time to avoid blocks Comfortable and confident in ""island"" coverage Does not fall for feet chopping of WRs in their releases. Quick to read screens ","Change-of-direction ability and agility are good but not elite for stickiness in coverage when routes are breaking Likes to be physical, which led to some unnecessary holding and DPI penalties Long speed is good but not elite Could stand to be more aggressive when attacking the ball ",NA,"McKinstry plays one of the most difficult positions in the game with so much poise and production. He might not be an elite athlete, but he is one of the smartest cornerback prospects you'll find. He can play in any defensive scheme and is the type of player you draft in the first round."
"225","Max","Melton",NA,"187","Cornerback","Melton’s brother Bo currently plays wide receiver for the Green Bay Packers. Max has been starting since his true freshman season at outside cornerback, but his lack of size and long speed suggests a switch to the slot could be in his NFL future. He has quick and controlled footwork when changing directions, though he isn't as sticky in coverage as one would want for a slot cornerback. That could be more anticipation-related than athletic. He does his best work in off-coverage, where his downhill speed and anticipation shine brightest. He is a willing defender in run support, though he missed many tackles in 2023. ","Strong awareness and anticipation in off-coverage Fluid hips to change direction Quick, controlled footwork which leads to solid stop-and-start ability in space Recovery speed is adequate when he is coming downhill ","Does not seem as fast when running with outside receivers vertically as he does when triggering downhill Experienced in press but better when he can play off-coverage, specifically as an outside CB Not as sticky in coverage when it comes to quick movement in space. Feels like an anticipation thing more than a knock on his athletic ability ",NA,"Melton is an intriguing cornerback prospect because the slot might be his best role in the NFL. He does bring a lot of experience on the outside, though. Melton projects as a priority Day 3 pick with inside-outside versatility."
"226","Quinyon","Mitchell","6'0”","195","Cornerback","No FBS cornerback forced more incompletions over the past two seasons than Mitchell. He did so while playing an off- coverage role in a Cover 3-heavy scheme. He would align himself 8-10 yards off the line of scrimmage, keep his eyes on the quarterback and wait to pounce. His recovery speed and acceleration are both elite, even for NFL standards. He does not have much experience in press, but he has the size and movement skills to succeed there. His instincts in zone are still a work in progress. He didn’t miss many tackles in run defense, but his technique isn't as fundamentally sound as it could be. ","Very impressive athlete. Body control, explosiveness and top speed are all well above average for the pros Backpedal is smooth and loaded to break on the ball at any sec Downhill speed in off-coverage is strong. Quarterbacks threw his way a lot because they didn't believe he could get there, and yet, he often did Anticipation in off-coverage is excellent. ","Still working on his feel/instincts in zone coverage. Can lose guys when they're in his zone but he's not looking right at them Can be overaggressive against double moves Strike timing in press is inconsistent due to a lack of experience ",NA,"Mitchell recorded some of the best advanced coverage metrics over a two-year sample size in the PFF college era. He has all the ability in the world to be a CB1 at the next level, but his lack of experience in press coverage could stop him from being a unanimous first-round pick on every team's board."
"227","Josh","Newton",NA,"190","Cornerback","Newton was a two-star wide receiver recruit before making the switch to cornerback when he enrolled at Louisiana- Monroe. He spent three seasons there before transferring to TCU. He brings a ton of experience, starting 58 games in college while playing more than 1,700 snaps over the past two years alone. In 2022, he showed a lot of confidence and quickness, leading to plenty of forced incompletions and interceptions. But he was not the same player in 2023. His anticipation of routes, releases and breaks was a step behind. While he is quick, his long speed proved to be an issue against NFL-caliber receivers. ","Very fast footwork. Smooth when transitioning from backpedal into his strides Hips flip quickly, which helps when in press to be able to adjust in either direction Calm and confident in trail technique ","Doesn't sink super low in his backpedal and can look off-balance Anticipation got worse in 2023 Long-speed issues showed up in 2023, especially against Texas ",NA,"Newton's 2022 tape was much better than his 2023 film as primarily a press-man coverage defender. Depending on which teams believe in more, he could be drafted anywhere from the second round to the fifth round."
"228","Andru","Phillips",NA,"190","Cornerback","Phillips did not gain much starting experience from his four years at Kentucky. He played in every game in 2022 but was a rotational player in the slot and on the outside. In 2023, he was a consistent starter at outside cornerback. He brings a physical brand of play to the position, and that lends itself well to press coverage, where he is most confident. He is a strong run defender from the slot and can set the edge, stop screens and make tackles. Phillips’ deficiencies are on display in play off-coverage. His lack of starting experience shows in his spacing and timing for contact. He also must improve the fluidity and precision in his hip turns. ","Impressive run defender from the slot. Has the mentality, fundamentals and strength to set the edge, blitz effectively and collapse Plays a physical brand of coverage. Works well from press Seems more confident in his movement skills in press ","Relies on the speed turn too much. Yields separation when the receiver breaks from his leverage Hip flips aren't as smooth as they need to be for off-coverage Is not as confident in zone coverage. Spacing is off and contact is mistimed ",NA,"Phillips' physical profile makes him an interesting cornerback to develop in the Day 3 range for a team that likes to play heavy press coverage."
"229","Nehemiah","Pritchett","6'0”","190","Cornerback","Pritchett proved quite versatile at Auburn, playing mostly outside cornerback but also seeing some snaps in the slot and as a punt and kick returner. His first-step acceleration and hip fluidity are above average for a player of his size. His long speed is decent, but when he faces quicker, faster receivers, he gets too grabby. He is more effective in off- coverage. His lower weight profile shows up when tackling. He dives at ankles too often, and when he does tackle with sound technique, he lacks the density and strength to truly stop ball carriers. He uses his long arms to force incompletions, but he lacks natural takeaway abilities. ","Has nice first-step acceleration, allowing him to close downhill quickly Hips are decently fluid for a player over 6-foot ","Ankle-diver when tackling Does not have the strength/density for physicality in the run game in the NFL Balance in his backpedal can be an issue out of press. Weight is too far back Needs to grab to keep up with quicker receivers ",NA,"Pritchett's quickness and special teams experience make him a cornerback to draft and develop. But unless he gets stronger, it will be tough to keep him on the field in a full-time role in the NFL."
"230","Ennis","Rakestraw Jr.",NA,"183","Cornerback","Rakestraw is an incredibly smart and savvy off-coverage cornerback who plays in a way that makes watching his film a joy. Before the ball is even snapped, you can see evidence of his football IQ in his pre-snap communication and adjustments to motion. He does most of his work in off- coverage (Cover 3, quarters and underneath zones), but does so beautifully, showing excellent spacing and an ability to pass off routes with ease. He is not asked to play press or single coverage often, which makes his true mirror/recovery speed a question. But his fluid hips, quick feet, good burst and excellent instincts are starting-caliber traits. ","Excellent eyes and instincts in zone coverage. Consistent pre-snap communicator Patient player who is in control at all times. No panic in him Quick feet for change of direction Smooth hips when changing direction Not a strong run defender, but still likes to be physical Reliable when funneling ball carriers to sideline and back inside Experienced and comfortable in the slot ","True recovery speed/straight-line speed are worries. Might be why he's primarily a zone cornerback, but seems adequate enough Lack of ball production in his final year ",NA,"Rakestraw possesses a high football IQ and does great work in off-coverage when he can anticipate with space. He is a quick and controlled cornerback who will provide plus reliability as a run defender. His traits are worthy of a top-50 draft pick, but his lack of ball production might have him drafted just outside that range."
"231","Decamerion","Richardson","6'2”","188","Cornerback","Richardson possesses ideal size, speed and length combination for the NFL level, especially when he can play closer to the line of scrimmage. Such an alignment also allows one of his biggest strengths to shine: His willingness and reliability in run support. When in coverage, Richardson's biggest weakness is his lack of feel and anticipation. He isn't as comfortable and confident as required when playing certain leverage, and he does not have a good feel for when the ball is arriving, hence the lack of ball production over the years (no interceptions in his career). ","Willing to come up in run support despite lower weight. Strong tackler when he gets his hands on ball carriers. Good size, speed and length combination to be sticky in coverage. ","Naturally upright position makes it tougher for him to really flip the hips and change direction with balance and explosiveness. Needs to improve anticipation so he can play more in control. Doesn't have a ton of confidence in how to play leverages correctly — can get turned around too much. Did not record an interception in his college career (only 10 forced incompletions in four years as well). ",NA,"Richardson is a good athlete to bet on early day three with plus run support skills, but he has to anticipate better to remain in control down the field and to get his hands on the football every now and then."
"232","Mike","Sainristil","5'9”","182","Cornerback","Sainristil played receiver in his first three years at Michigan before moving to defensive back full time in 2022. He has excellent body control and athletic ability for the position. His feet are quick, controlled and loaded to break on the ball right when he needs to. His long speed isn't elite, but it is adequate. His wide receiver skill set has translated to cornerback in the form of top-tier ball skills. On top of all that, he is fearlessly physical at the catch point, when attacking blocks and when tackling. Though he tends to go for ankle tackles regularly due to his smaller size, he doesn't shy away from physicality. ","Impressive reaction speed Well-above-average click-and-close ability Fearless physical player in run defense and when taking on blocks Smart zone player. Doesn't just drop to a spot. Footwork is quick, controlled, balanced and loaded to accelerate and break on the ball Consistently disruptive/physical at the catch point Fiery competitor ","Lacking in long speed. Ohio State’s Emeka Egbuka exposed that in 2022 Can be too aggressive to make plays in run defense and loses contain to the sideline ",NA,"Every NFL team would love to have a player like Sainristil. He brings a great skill set and mentality to be a starting slot cornerback, with safety and special teams versatility to boot. He should be viewed as one of the top ""football players"" in this draft, regardless of position."
