"","position","name","college","overview","bottom_line"
"164","CB","Holton Hill","Texas","A tall, long corner who has some impressive tape and measurables, but also maturity concerns and was suspended late in the 2017 season. Didn’t allow a touchdown in 2017, but was beaten badly on a few plays that could easily have resulted in them. Had two interceptions and five pass breakups, allowed a passer rating of just 48.1 on 57 targets. Had solid grades against the run in his two biggest seasons of playing time, posting 18 defensive stops this past season. Struggles to live with receivers at the breaking point in the route and can allow significant separation even on deep passes, or grabs to prevent it. Played with an unconventional alignment at Texas on off-coverage zone plays that will likely be reworked at the next level. Had big games against top competition, surrendering just 18 yards to Oklahoma’s James Washington on three targets.","Holton Hill is another cornerback that fits the profile that NFL teams are look- ing for with exceptional size and length, but he is a significantly more flawed prospect than some other others in the class that tick those boxes. Hill also has significant maturity concerns and had the best season of his college career cur- tailed by suspension incurred by violating team rules. Has size and length, but can struggle at the breaking point in routes and needs work to realize his true potential. Likely to be a boom-or-bust candidate later in the draft."
"165","CB","Mike Hughes","Ucf","Allowed an NFL passer rating of just 35.5 when targeted in 2017, surrendered only 273 yards in coverage all season. Did not allow a single touchdown in coverage all year, and had four interceptions and eight pass breakups. Was not beaten for a pass longer than 21 yards all season. Has just 1,049 snaps of playing time, 884 of which came this past season. Is under 6-foot tall but shows good strength and does not look like a player that will need to move inside to the slot. Played just 23 snaps in the slot in 2017, with 737 of his snaps at left cornerback. Looks to have blazing speed, which will help mitigate some of his relative lack of size, has helped him add value as a return man. Averaged 31.9 yards per kick return and 16.6 per punt return, scoring three times overall and grading well.","Mike Hughes is an exceptionally talented corner who hits the NFL after one elite season at UCF. He played in 2015 for North Carolina before being suspend- ed for violating team rules. He attended community college in 2016 before transferring to UCF and starring at left corner. His grade was excellent and coverage numbers fantastic, but his play is still a little raw and there may be more development to come. Will have value early as a return man in the NFL, but may take a season or two to fulfil his potential as a perimeter corner."
"166","CB","Donte Jackson","Lsu","Has played extensively over the past two seasons, but took a huge leap forward in 2017, improving his grade each of the past two years. Allowed a passer rating of 80.1 in 2017, thanks largely to snagging just one interception, giving him just four in the past three years. Stands 5-foot-11 but is listed at just 175 pounds, and that lack of bulk shows up at times if players get their hands on him. Has played in the slot, with 270 snaps inside in 2017, which need to be his alignment in the NFL. Moves exceptionally well whether outside or in the slot and can change direction in an instant, and has elite straight-line speed. Doesn’t have an exceptional feel for zone and understanding how to adjust his positioning. May be best suited to a man-coverage scheme.","Donte Jackson has one of the most exciting athletic profiles in the draft, with elite speed and short area quickness. He is a slight build, but stands 5-foot-11 and could potentially play either outside or in the slot, giving NFL defenses the option of having him as a second or third corner early and kicking him inside to the slot in nickel packages. Hasn’t made as many plays on the ball as his athleticism should have dictated, but his potential is intriguing and he could become an excellent man cover corner at the next level."
"167","CB","Josh Jackson","Iowa","Allowed a passer rating of just 36.5 when targeted this season from 91 passes, the 5th-best mark in the class and best with that volume of targets. Allowed 40 receptions from 91 targets (44.0 percent), surrendering only 432 yards from the 2nd-highest target volume in the draft class. Surrendered four touchdowns on the season, but had eight interceptions and 18 pass breakups. Improved his overall grade significantly each of the past two seasons and his 96.2 overall grade is the best grade of the class. Was a ballhawk in 2017, contested plenty of receptions he didn’t pick off. Got his hands on a lot of passes. Only 17 corners in the draft class surrendered more than the four touchdowns Jackson gave up this season. Only moved to cornerback in 2015, so is extremely young at the position","Josh Jackson’s grade in 2017 was off the charts, leading all corners not just this season, but it’s the highest grade we’ve seen from any corner in this draft class in any year of their college careers. Jackson was a wide receiver in high school and only moved to corner in 2015, playing just 297 snaps over the first two seasons of his career as depth on the Iowa bench. In 2017 he started and had a huge season, picking off eight passes and breaking up another 18. Sample size is an issue, but the potential is huge."
"168","CB","Jamarcus King","Scar","Has the size and length that NFL teams are chasing, standing 6-foot-2, but is light and lanky in build. Inconsistent play at South Carolina, having some elite shutdown games and others where he struggled. Allowed a passer rating of 72.1 when thrown at in 2017, allowing 51.8 percent of the passes thrown his way to be caught. Was not beaten for a reception longer than 38 yards, but surrendered three toucdowns. Played at the Senior Bowl, where he struggled badly during the week of practice and gave up a 63-yard reception in the game itself. Allowed 70-plus yards in a single game four times in 2017, including back to back games to begin the season.","A long cornerback with ideal NFL height and length, JaMarcus King is never- theless a little underweight and has struggled for extended periods overall. At the Senior Bowl he was badly exploited in coverage during the week of prac- tices, being beaten routinely in 1-on-1 drills before giving up a big play in the game itself. Can look a little lost within the defense at times and not always sure of what he is doing, but the measurable profile could get him looked at a little longer than if he were a few inches shorter."
"169","CB","Avonte Maddox","Pittsburgh","One of the smallest corners in the entire draft, Maddox is just 5-foot-9 and 180 pounds, and that inherently limits his NFL market. Way more physical than his size would suggest, has big-time athleticism to try and claw back size disparity. Had 30 pass breakups over the past four seasons. Tended to be boom-or-bust, shutting down receivers entirely, or losing consistently in games. Will automatically be seen as a slot at the next level, but saw just 34 snaps inside in 2017, and six in 2016. Adds versatility on the blitz. Had six sacks over the last two seasons, closes and finishes well.","Maddox is a player that is easy to root for. One of the most undersized players in the draft, he plays with an aggressive, feisty streak, but will be behind the eight ball to make an impact in the NFL. He has impressive athleticism and plays the ball well when he can see it coming but can struggle in man coverage with his back to the play. Blitz skills adds a string to his bow as a slot weapon, but that transition will be an unknown to negotiate."
"170","CB","Tarvarus Mcfadden","Florida State","Had eight interceptions in 2016, but none in the rest of his college career. Tightened up his coverage overall in 2017 despite failing to register the interceptions. Wasn’t beaten for a catch longer than 34 yards all year. Allowed just 47.1 percent of passes thrown his way to be caught over his college career, but gave up 11 touchdowns on 140 targets. Long and physical, but struggles badly in space if he can’t get his hands on the receiver and use his hands to re-route. Has flashed ball skills, but only in one season, and is more of an obstacle to receptions than a genuine ballhawking threat to an offense. Needs the right defensive scheme to protect his deficiencies and take advantage of his (literal) strength.","A big cornerback with excellent size (6-foot-2) and length, Tarvarus McFadden has the ability to make impressive plays if he can turn his assignment into a physical encounter with a receiver. If he is asked to play in space or allows separation against speed he is in significant trouble and can be exposed badly. Surrendered 11 touchdowns over the past two seasons of play and gave up almost 13 yards per reception. Needs the right schematic fit to take advantage of his physicality and limit his exposure against speed."
"171","CB","Quenton Meeks","Stanford","Allowed two touchdowns over the season from 68 targets, surrendering 520 receiving yards at an average of 11.5 per reception. Had two interceptions and only four additional pass breakups, yielded a passer rating of 91.5. Has impressive movement skills in off coverage for a corner of his size, and has had solid games against tough competition. Has improved his overall grade in each of the past two seasons, ending with an 84.4 overall grade in 2017. Playing time also increased in each of the past two seasons, and for his three-year college career has been on the field for 2,135 snaps. Will have to buck the recent trend of Stanford defensive backs that have struggled at the next level. Had six games in 2017 with fewer than 20 receiving yards surrendered, including the Pac-12 championship and bowl game.","Quenton Meeks is working against a recent history of Stanford defensive backs that have struggled at the NFL level, but he does have the physical stature that teams covet. Moves well in space for a player of his size, but can struggle to be as physical as he should be. Has been solid, not spectacular in coverage over the past couple of seasons, but does give up occasional big plays and will need to rely on more potential than proven production."
"172","CB","Nick Nelson","Wisconsin","A transfer from Hawaii, was one of the best graded cornerbacks in the nation in 2017. Only one season of exceptional play despite lower competition in previous years, flashed excellent games at Hawaii. Did not have an interception across three seasons of play but had 29 pass breakups over that span. Improved his completion percentage surrendered every year, down to just 37.7 in 2017. Remained occasionally susceptible to the big play, gave up at least three touchdowns every season. Plays the run with good technique and aggressiveness and can be a complete corner at the next level. Can be occasionally overpowered by big, strong receivers.","Judging from 2017 tape alone, Nelson is one of the best corners in this draft. It’s a little concerning that his previous years weren’t as stellar, particularly against lesser competition at Hawaii, but that is his situation. He didn’t have an interception in three seasons but had 29 pass breakups and showed the abil- ity to make plays on the ball. Does get beat for a big play occasionally and may have a Malcolm Butler-type of high-variance play."
"173","CB","Deatrick Nichols","Usf","Incredibly lightweight, missed 29 tackles over the past two seasons, and 15 in 2017 alone. Three consecutive seasons of impressive PFF grades, and his strength is pure coverage. Had 23 combined interceptions and pass breakups over the past two seasons. Played primarily in the slot in 2017, with 262 of his 887 snaps coming as a perimeter corner. His final four games were still as a perimeter corner, so he has experience both inside and out. Diagnoses plays well and is eager to support the run and screens, but can lose physically when he tries.","As a pure cover corner, Nichols is a very solid player, but a lack of physicality shows up in all areas. His size and frame will send him inside to the slot in the NFL, and he is fortunate enough to have experience playing there in college, which may aid in his transition. That lack of physicality needs to be worked on and he needs to get stronger even playing inside, but he does have the athletic traits and ability to read the plays to develop into a player at the next level."
"174","CB","Parry Nickerson","Tulane","Allowed an NFL passer rating of just 41.0 when targeted in 2017, and 32.5 the season before. Allowed just two touchdowns over those two seasons. Had only one game in 2017 in which he surrendered more than three receptions. Showed impressive ball skills with 10 interceptions and 13 pass breakups over the past two years. Was an obvious star in the Tulane secondary, often isolated on an island, but played a lot of off-coverage. Plays the ball very well both in the air and attacking the catch point or the receiver’s arms to prevent the reception. Was beaten for only one catch over 40 yards over the past two seasons and didn’t give up a catch over 30 all 2016.","Nickerson is one of the most interesting cornerback prospects in this draft. Far from many people’s radars, Nickerson has three good years of PFF grading and was exceptional in 2017. He has athleticism, enough size and length for the NFL, and plays the ball as well as any cornerback in this class. He’s aggres- sive for his size, has a light frame that could use some extra weight to combat NFL-level athletes, but he is one of the most attractive mid-round options."
"175","CB","Isaiah Oliver","Colorado","A tall corner who has the kind of physical dimensions that NFL teams are looking for, Oliver has impressive radius to challenge for the ball. Allowed just 43.6 percent of passes thrown his way to be caught after allowing just 43.1 percent the season before. Has just three interceptions over the past two seasons, but has 17 pass breakups to go along with those picks. Can struggle to control his larger frame and gets out of control when at full speed – leads to being shaken at times by shiftier receivers. Has allowed catches longer than 40 yards in every season of his college career, including one of 52 yards in 2017. Isn’t assertive as a run defender, choosing too often to just occupy the right space rather than attacking to finish the play. Follows in the footsteps of former teammate Ahkello Witherspoon, who had similar style and skills and flashed ability as a rookie for the 49ers.","Isaiah Oliver has the body type that NFL teams covet in 2017, with the size, speed and length to be able to play man coverage on the outside and challenge for any deep ball. That body type does cause him problems at times when throttling down and changing directions at speed, but his talent is evident. Will remind many of his former teammate Ahkello Witherspoon, who was drafted a year ago in the third round and flashed plenty of ability as a rookie in San Francisco. May not be a star right away, but has huge potential."
"176","CB","Darius Phillips","Wmu","Had four straight solid years of PFF grading, with his best season coming back in 2015 as a sophomore for Western Michigan. That sophomore season was his first season playing cornerback in college, and he had been a freshman wide out the year before. Allowed a passer rating of 75.1 in 2017, with three interceptions and 10 pass breakups from 50 targets. Has given up big plays, with receptions of at least 50 yards in each of his three seasons, and 13 touchdowns over 206 targets. Allowed fewer than 50 percent of passes thrown his way to be caught over his college career (49.5) despite playing WR in his freshman season. Has excellent speed and ball skills, but is undersized and weak both against the run and in coverage. Likely moves to the slot at the next level.","Darius Phillips is an interesting story and prospect. He had four impressive seasons at Western Michigan, but one of them was at WR as a freshman before moving to the defensive side of the ball and playing extremely well for three seasons. Has performed well against top competition and adds value as a re- turn man. His athleticism and ball skills are excellent, but his size and strength are a concern, and will likely restrict him to the slot at the next level. Gives up big plays to go along with those big plays of his own in coverage."
"177","CB","D.j Reed","Kansas State","One of the smallest corners in the 2018 draft class, stands just 5-foot-9 and weighs 188 pounds. Had one of the best grades in the nation, allowed just 356 yards on the season from 64 targets. Has two seasons of excellent grading, and has graded well against the run in both seasons despite small stature. Didn’t allow a reception longer than 30 yards in 2017, and surrendered a passer rating of 55.5 when targeted. Played almost exclusively at RCB, with 741 of his 785 snaps at that position. At his size will almost certainly need to play in the slot in the NFL, but saw just 13 snaps inside in 2017. Worst game in 2017 came against Texas Tech where he allowed 101 yards on 12 targets, with 98 of those yards coming against Dylan Cantrell.","D.J. Reed is the prototypical small cornerback which means he faces an uphill battle heading into an NFL that has never been more interested in size and measurables. He is a feisty corner that does play with more physicality than his size suggests, but there are barely a hand full of corners that have even been given a shot on the perimeter at his size in the past decade. Reed’s tape is outstanding, but his NFL future lies in either defying those odds or moving to the slot, where has not played extensively in college."
"178","CB","Arrion Springs","Oregon","Improved his PFF coverage grade in each season of his college career Had two very ugly games in 2017, but otherwise his season was consistently very good. Allowed 15 touchdowns over the past three seasons, including four in Can be a horrendous tackler in open space when closing towards a ball- carrier, sliding off contact easily. Missed three tackles in a single game multiple times in 2017 alone. Had 14 pass breakups in 2017, four more than his previous two years combined.","Springs has some impressive coverage tape, particularly this past season at Oregon, but there are concerns too. He misses too many tackles in space, and when he misses they tend to be complete whiffs, to go along with the occa- sional rough day in coverage. There is talent there, and he answered questions about his speed at Oregon’s pro-day, but he may be a candidate to move inside to the slot in the NFL, and needs to improve his consistency."
"179","CB","Greg Stroman","Virginia Tech","Extremely solid tackler despite slight frame, with just nine misses in his college career, and only three in 2017. Allowed an absurdly low passer rating of just 26.8 when targeted in 2017, surrendered only 12 catches all season. Those 12 catches though went for 237 yards and exposed him for losing out at the catch point, particularly to bigger receivers. Occasionally gets lost flicking his eyes between receiver and quarterback on the play, is quick to recover position. Has taken occasional snaps in the slot and at free safety and looked comfortable in either spot in addition to his perimeter snaps. Special teams grades are strong, and that will give him a road to quick playing time.","Stroman is another lightweight corner in a draft that seems full of them, but his coverage numbers in 2017 are staggering. He allowed just 12 receptions all season, but they did include some significant big plays. His natural athleticism and understanding of angles will help him get on the field, and a refinement to his technique with the ball in the air could see him become a very good player in the NFL."
"180","CB","Levi Wallace","Alabama","Had exceptional coverage numbers in his final season at Alabama, his first with significant playing time. Didn’t allow a touchdown all season from 68 receptions. Allowed a passer rating of just 43.3 including the college playoffs. Gave up a catch on just 44.1 percent of passes thrown his way over the season. Wasn’t beaten for a catch longer than 30 yards all year. Had a couple of ugly games in 2017, including against Auburn, where he missed two tackles and gave up 62 yards from four catches. Played at the Senior Bowl, where he struggled throughout the week of practice before allowing one catch for 31 yards on two targets in the game. Tall and long, but light build and can be bullied at times. Has beaten long odds to get to this position.","A former walk on at Alabama, Wallace has gone from flag football to starting for the Crimson Tide in a national title game in three seasons. Just one year of extensive playing time, Wallace posted impressive grades and had 11 pass breakups in 2017. He’s tall and has excellent movement skills, but very slight and can be bullied. Graded well this season, but struggled during practice at the Senior Bowl all week, and may struggle unless he can develop with more experience."
"181","CB","Denzel Ward","Ohio State","Allowed an NFL passer rating of 52.9 when targeted in 2017, with two interceptions and twelve pass breakups from 57 targets. Ward allowed just 35.1 percent of passes thrown his way to be caught, one of the best marks in the nation. Like all Ohio State corners, coached not to look for the ball, so tough to tell if those instincts exist, hence just two interceptions in 2017. Aggressive in man coverage and will need to dial down the contact levels at the next level, but was only flagged three times in college career. Played more man coverage than anything else for the Buckeyes, but had a good feel for zone coverage and made some nice plays on the ball. Occasionally missed tackles diving at players’ ankles, but only fell off a total of 11 tackles over two seasons. Athletically gifted corner, who has the tools to become a top cover guy at the next level. Adjustment from Ohio State’s technique a key variable.","Denzel Ward it the latest in a line of Ohio State cornerbacks to hit the NFL draft. Like all Buckeyes cornerbacks, he has been coached to play a specific technique which will need adjustment in the NFL where contact rules are stricter, but he has the athleticism and tools to make that adjustment. He has outstanding coverage numbers and extensive experience in man coverage, but flashed a good feel for zone coverage and shouldn’t be scheme-specific at the next level. One of the best pure cover corners in this draft class."
"182","CB","Darious Williams","Uab","Former walk on for a UAB team that were briefly disbanded, Williams had one of the best grades in the nation in 2017. Allowed a passer rating of just 38.9 when targeted in 2017, almost the same passer rating as just throwing the ball at the dirt every play. Allowed just 31.9 percent of passes thrown his way to be caught, one of the lowest marks in the nation from 69 targets. Surrendered four touchdowns, but picked off five passes and had 13 more pass breakups. Is a smaller corner, and doesn’t have blazing speed, so his future at the next level may be inside. Played just 46 snaps in the slot in 2017. 18 defensive stops was a top-15 mark in the draft class, earning him solid grades against the run despite small stature.","A small-school corner who is also small in stature, everything is working against Darious Williams except his 2017 tape. He was exceptional at making plays on the ball and also coming up strong in the run game. His timed speed will be important if he wants to play outside at the next level, and strength of competition is a concern, though against Florida he was thrown at seven times and did not allow a catch and broke up two passes. An intriguing name to watch who may have to move to the slot in the NFL."
"183","CB","Isaac Yiadom","Boston College","Big corner, but doesn’t play like it consistently, often losing out for physicality while also struggling against quick movement. Allowed two touchdowns in 2017 from 66 targets, allowed 53.0 percent of passes thrown his way to be caught. Gave up an NFL passer rating of 70.4, picked off two passes and broke up another four. Played at the Senior Bowl and in the game itself, allowed no receptions from three targets. Didn’t allow a reception in the bowl game against Iowa, and was not targeted in the game. Has played special teams extensively, with 146 special teams snaps over the season across multiple special teams phases. Will help him play early.","Another corner that fits the height and length profile that NFL teams are looking for, Isaac Yiadom’s quickest route to playing time in the NFL may be on special teams because he has extensive experience and playing time there while many other corner prospects do not. He flashes the plays that speak to big potential but can be exposed in almost all facets of the game and struggled badly against Notre Dame, particularly in space."
"184","S","Marcus Allen","Penn State","Attacks downhill in the run game. Classic box safety. Finishes plays with good power. Ranked 6th in the draft class with a run-stop percentage of 7.7 when lined up within eight yards of the line of scrimmage. Run-stop percentage of 8.3 when lined up in the box ranked 5th in the nation in 2016. Limited range at free safety. Can hold his own in split safety looks. Not a great coverage player, but handles curl/flat responsibilities well. Missed 39 tackles on 335 career tackles attempts. Has the size to match up 1-on-1 with tight ends.","Allen fits the box-safety mold, as he works well in the run game and does his best coverage work in underneath zones. He had a better showing from split-safety looks last season, and he could see some snaps there at the next level, but he’s most at home closer to the line of scrimmage. Allen fits best as a true strong safety in a cover-3 heavy scheme, where he can limit his snaps at free safety and have an impact against the run and in the short passing game."
"185","S","Jessie Bates Iii","Wake Forest","Missed 22 of 197 career tackle attempts, 16 of which came in 2017. Some ugly plays on tape, particularly in the open field. Good feel for quarters coverage. Can hang with receivers down the field and closes with authority on underneath routes. Made a few top-notch plays on the ball from quarters looks. Attacks downhill in the run game. Sifts through the trash to fill his gap. Good physicality in the run game. Not afraid to take on blocks. Generally has a good feel for crack blocks in the run game. Few opportunities to play true single-high safety and likely fits best in two-high safety looks.","While most safeties have trouble sticking with receivers when isolated in 1-on- 1s, Bates had some of his best plays in those challenging situations, making him a good fit for a quarters-heavy scheme. He’s aggressive and physical in the run game, though he must cut down on the missed tackles and the big plays that he allowed in 2017. Bates has the size and movement skills to develop into a solid player in a two-high system."
"186","S","Quin Blanding","Virginia","Ranked 19th among safeties with a run-stop percentage of 6.2 and led the draft class with 29 run-stops last season. Recorded 50 tackles when lined up within eight yards of the line of scrimmage, 2nd-most among safeties last season. Struggles to shed blocks, but sifts through the trash well to find the ball. Very experienced. Played 3,497 snaps during his four-year career at Virginia. Missed 43 tackles on and incredible 502 tackle attempts (one every 11.7 attempts) during his career. Has nine interceptions and eight pass breakups on 136 career targets. Breaks well on out routes from quarters alignment. That aggressiveness has been used against him on double-moves. Very few snaps as a pure center fielder.","Blanding fits the mold of a two-high safety, as he’s capable when playing quarters, but also has enough range on the back end of cover-2. He’s at his best working downhill in the running game, where he knows how to find the ball and he’s a sure tackler. We haven’t seen a whole lot from him as a single-high safety, and he could stand to improve at the catch point, but a split-safety role or one that puts him in the box a portion of the time appears to be the best fit for Blanding."
"187","S","Deshon Elliot","Texas","Closes quickly on underneath routes. Led all safeties with six interceptions last season. Finished with seven pass breakups last season, tied for 7th in the nation among safeties. Dropped a number of interception opportunities last year but always seemed to be in the right place at the right time to pick off tipped passes. Not very physical when playing in the box or taking on blockers. Shows good speed when getting to the edge in the run game. Has good size/length to make up for subpar positioning. Solid range as deep safety.","Eliott is one of the better free safety prospects in the draft, as he has speed and range on the back end. He has to clean up his reads, as he’ll often be a step or two out of position, but his length aids in his ability to get back into the play. He’s not a powerful run defender, so his best fit is likely on the back end, espe- cially in two-high looks where he has good playmaking potential."
"188","S","Ronnie Harrison","Northwestern","Struggles with shifty slots and horizontal routes in man coverage. Good size and physicality to cover tight ends and bigger receivers. Has some ugly plays in the open field at free safety. Will miss tackles in the open field. Has 22 missed tackles on 166 career attempts. Times blitzes extremely well. Excellent feel for zone coverage. Played all over the field at Alabama. Has potential as a dime linebacker at next level. Reads and breaks quickly on screens. Plays under control in the run game and finishes with power. Run-stop percentage of 6.7 when lined up in the box ranked 10th in the draft class.","Harrison does his best work closer to the line of scrimmage, where he can cov- er bigger receivers and finish plays against the run. He has an excellent feel for the game, from understanding zone coverage to timing blitzes, though he has his limitations when playing deep safety. Harrison can fill multiple roles for a defense and a coordinator playing to his strengths should get a very productive player."
"189","S","Godwin Igwebuike","Northwestern","Experienced. Played 3,191 career snaps at Northwestern over four years. Missed 41 tackles on 358 career attempts. Cut his misses down to career- low seven in 2017. Shows good quickness at the top of routes. Tied for the national lead with eight pass breakups in 2017. Finished career with seven interceptions and 18 pass breakups on 163 targets. Can be a step slow recognizing route concepts in underneath zones. Made plays on the ball from two-high safety looks. Plays with good balance and control in the run game. Limited when isolated as single-high free safety.","Igwebuike is yet another safety with starter potential who fits best in more of a two-high system. He can make plays on the ball from deep-half looks and he works downhill with control and a feel for leverage. Igwebuike has enough quickness to hold his own in 1-on-1 situations, either when covering from the slot or matching up from a quarters look. He’s worth a shot in the middle rounds."
"190","S","Natrell Jamerson","Wisconsin","Can get turned around when isolated 1-on-1. Overcommits to the outside. Can get stuck in the mud vs. two-way go. Stays on top of routes well from free safety role. Tracks the ball well. Tied for 14th in the nation with six pass breakups last season. Left a few interceptions on the table last season. Excellent at reading the quarterback and reacting accordingly. Only one strong year of production at Wisconsin. Played 1,186 career snaps. Good movement skills. Takes good routes to the quarterback on blitzes, has some wiggle after the catch on interceptions. Missed only seven tackles on 76 career attempts. Not a heavy hitter in the run game, but plays balanced and under control.","While Jamerson moves well, he struggles when isolated against more nuanced route runners. He made a number of fine plays from deep safety last season and he has potential in both split and single-high looks. Quarters teams may not want him isolated on receivers and tight ends all that often, but he does his best work with his eyes on the quarterback and breaking on the ball."
"191","S","Derwin James","Florida State","Top graded overall safety in the nation as a true freshman in 2015 and again as a junior in 2017. Outstanding size and athleticism. Flies around the field and even has the quicks the hang with slot receivers, despite his size. Can fill multiple roles on defense. Can cover slot receivers or tight ends or play deep in a split-safety role. Also a classic dime linebacker. Can rush the passer in true 1-on-1 situations. Has seven sacks, six hits, and 25 hurries on only 111 career pass-rushes. Attacks downhill from quarters alignment. Finished second in the nation with 16 stops in the pass game. Tied for second in the nation with eight pass breakups last season. Athleticism allows him to gain depth in zone and size allows him to compress passing lanes. Can be a step slow to recognize routes in zone coverage.","James is exactly what the NFL needs on the defensive side of the ball. His size and athleticism allow him to fill multiple positions along the defense, but he may be best in a Landon Collins-like split-safety role where he can work downhill, support the run, and make an impact in the short passing game. As offensive continues to trot out offensive chess pieces, players like James are the answer. A creative defensive coordinator will make the most of James’ skills and he’ll be a game-changer at the next level."
"192","S","Tarvarius Moore","Southern Miss","Flies to the ball on underneath routes. Will sometimes be a step slow to react to routes in his zone. Can get caught with his eyes in the backfield on play action. Missed 13 tackles on 116 attempts in his two years at Southern Miss. Moves well. Can hang with receivers when isolated 1-on-1. Reads the quarterback and breaks quickly on the ball. Finished with seven pass breakups last season, tied for 7th in the nation among safeties. Good length allows him to make plays in underneath zones. Keeps his leverage when playing contain in the run game. Can get moved at the point of attack against bigger tight ends.","Moore had a breakout 2017 season that saw him making plays on the ball from a variety of alignments. He can hang with receivers when isolated and he has the movement skills to make plays on the back end of the defense. Against the run, he’s not a hammer, but he plays under control and knows how to prevent big plays on the edge. Moore is one of the underrated safeties in this class and he has a potential fit in multiple schemes."
"193","S","Steven Parker","Oklahoma","Experienced. Played 3,222 snaps at Oklahoma over his four years. Missed 36 tackles on 221 career attempts. Dives at a ball carrier’s legs often, for better or for worse. Can play out of control and lose balance in the open field. Can get grabby when faced with a two-way go in quarters looks. Will lay a big hit from free safety role, but must be more physical at the catch point in contested situations. Tenacious tackler in the short pass game. Looking to make a big hit or take the ball away. Struggles when asked to cover better slot receivers. Solid feel for zone coverage. Works deep to short and closes quickly on underneath routes.","Parker’s game doesn’t stand out in any one area, but he’s a solid all-around player. He’s a good zone player and could have success in both split-safety looks and as a curl/flat player. He’s not great in man coverage, while his ag- gressive tackling nature can get him into trouble in the open field. Parker is at his best in a zone-heavy scheme, and he’s worth a look in the middle rounds in the right system."
"194","S","Kyle Queiro","Northwestern","Good size and length. Box safety potential. Struggles against shiftier slot receivers. Has the size to cover tight ends. May be able to fill a specialist role at the next level. Has plenty of experience playing over the slot and has made big plays in the pass game (see one-handed Indiana interception in 2016). Struggles when playing in space as a deep safety. Played only 20 percent of his snaps at free safety last season. Missed 19 tackles on 164 attempts during his career.","Queiro may be limited at the next level, but he can fulfill useful roles. His size and length make him a potential man-coverage option against tight ends and he works well in the run game as the extra man in the box. There are ugly plays on tape when he has to play in space or cover slot receivers, but if managed properly, Queiro can be a useful sub-package player."
"195","S","Justin Reid","Stanford","High points the ball in the air. Went up and snagged interceptions when given the opportunity. Uses size and length well at the catch point. Played challenging role at Stanford, playing man coverage against difficult slot receivers. Stays in-phase when covering down the field, but struggles on underneath routes against shiftier slot receivers. Attacks and defeats screen blocks. Plays with good leverage in the short pass game. Has too many plays where he’s late to react to route combinations when in zone coverage. Too many ugly downfield plays and catch-point mishaps. Physical player in the run game. Will attack blockers and finish plays with authority.","While the flash plays will keep teams intrigued, Reid has a few areas to clean up in his game. His athleticism shows up on the field, from pure movement skills to high-pointing interceptions, but he’ll also get lost down the field and give up too many big plays against the run. Reid played a challenging role cov- ering slot receivers, something he should likely only do on occasion at the next level. He has the skills to play in the box or on the back end, but must clean up some of the big plays he surrendered in college."
"196","S","M.j. Stewart","Unc","Three years of solid grading, but his best season actually came in 2015, an 89.2 grade that marginally edges 2017’s mark of 87.9. Didn’t have an interception in 2017, but did have eight pass breakups and allowed fewer than 50 percent of passes thrown his way to be caught. Has played multiple spots for North Carolina and demonstrated a varied skillset. NFL future could be as a slot/safety/matchup weapon. Had two sacks, three hits and two hurries from just 22 pass-rushing snaps on the blitz. Graded well in all facets of the game in 2017, and had excellent coverage grades in each of the past three seasons. May struggle with long speed to play perimeter corner in the NFL.","Less of a true perimeter cornerback and more of a defensive back whose ver- satility should lend itself to a hybrid role in an NFL defense, M.J. Stewart has three excellent seasons of play at North Carolina. Stewart also played at the Senior Bowl and graded well during the week, but any NFL team will need to have a plan in terms of how to use him at the next level. He is a classic tweener player, but at a time where that role has in itself become a position in some defenses. Could make an early impact as a matchup weapon on defense."
"197","S","Armani Watts","Texas A&M","Experienced. Played 3,088 snaps in four years at Texas A&M Missed 55 tackles on 357 career attempts. Missed at least 11 tackles in every season. Active player who makes plays all over the field. Tied for seventh in the nation with 32 stops in 2017. Improved every year of his career. Has potential in the slot. Allowed a passer rating of only 54.3 there in 2016 and lined up in the slot on 286 snaps over the last two seasons. Moves well laterally, but can get stuck in the mud at the top of routes. Drives well on the ball from off and quarters looks. Aggressiveness at the catch point works both for and against him. Will make plays on the ball, but also whiffs and gives up big plays. Had 10 interceptions and nine pass breakups on 144 career targets.","Watts is experienced player who can fill multiple roles on a defense. He han- dles 1-on-1 situations well for a safety and his movement skills give him slot flexibility at the next level. He’s aggressive and willing to make plays on the ball, but he’s also been burned when he gets there a step slow. Watts must do a better job of tackling after missing 55 in his career, but there’s more good than bad to his game and he’ll offer positional flexibility to his future team."
"198","S","Kris Weatherspoon","Troy","Looks for work in zones. Quick to find potential secondary threats he can attack if his zone has no receiver to contend with. Can look stiff in tight quarters and struggles to adjust to cuts from ball carriers. Missed 14 tackles in 2016, but just five last year. Has extensive playing time in traditional safety spots, but also covering the slot 1-on-1 and in zones. Lined up in the slot on 99 snaps in 2017, with 10 more split out as a perimeter corner to go along with his safety time. Better in 2016 than he was this most recent season despite missing almost three times as many tackles.","A player with two seasons of solid PFF grading, Weatherspoon showed all the tools to be an excellent player at the next level as a safety. He showed a very nice feel for zones, is quick to recognize route concepts, understands how they changes his responsibilities and sets off to contest the play. Biggest weakness was being exposed to quick changes of direction by ball carriers, but he has position versatility and some matchup potential with cornerback experience."
